14	15	1	
0	1	0	1	0	0	0	0	0	0	0	0	0	0	
0	0	1	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	1	0	0	0	0	0	0	0	0	
0	0	0	0	1	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	1	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	1	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	1	0	0	1	0	0	
0	0	0	0	0	0	0	0	0	1	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	1	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	1	
0	0	0	0	0	0	0	0	0	0	0	0	1	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	1	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	1	0	0	1	0	0	0	0	0	1	0
0	0	0	0	0	0	0	1	1	0	0	0	0	0	1
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	1	0	1	0	0	1	0	0	0
1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0	1	0	0	0	1
0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0	1	1
0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
0	0	0	0	10	0	0	16	0	0	0	0	0	13	0
0	0	0	0	0	0	0	6	8	0	0	0	0	0	7
0	0	0	40	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	14	20	0	10	0	0	13	0	0	0
33	0	0	0	0	0	40	0	0	0	43	0	0	0	0
42	0	0	0	38	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	25	0	0	0	0	33	0	0	0	30
0	0	0	0	0	0	0	0	0	41	0	0	0	0	44
0	10	0	0	0	0	0	0	0	0	0	0	12	0	0
0	0	0	0	0	0	0	0	0	0	34	0	0	24	30
0	0	0	0	0	38	0	0	0	0	42	0	0	0	0
0	0	0	25	0	0	0	26	0	0	0	30	0	0	0
0	0	0	0	0	0	39	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	37	0	40	0	0	0
0	0	0	0	0	0	0	0	1	1	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	1	1	0
