8	15	0								
0	1	0	0	0	0	0	0							
0	0	1	0	1	0	0	0							
0	0	0	1	0	0	0	0							
0	0	0	0	0	0	1	0							
0	0	0	0	0	1	0	0							
0	0	0	0	0	0	1	0							
0	0	0	0	0	0	0	1							
0	0	0	0	0	0	0	0							
0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
1	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	13	0	0	0	0	10	0
0	0	0	0	0	0	0	0	0	0	24	0	0	0	18
0	0	0	0	0	0	0	0	0	0	0	0	0	0	43
0	0	0	0	0	0	0	0	0	0	0	43	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	30	0	0
0	0	0	32	0	0	0	0	0	0	0	25	0	0	0
40	0	0	0	49	0	0	0	0	0	39	0	0	0	0
0	0	0	0	0	0	0	47	0	0	0	0	0	0	0
