9	15	0	
0	1	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0
0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0
1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	0	0	0	1	0	0	1	0	0	0	0	0	1	1
0	0	1	0	1	0	0	0	0	0	1	1	1	0	0
0	0	0	0	1	1	0	1	0	0	0	0	1	1	0
0	0	1	1	0	1	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1	0	0	0	0	1	0	1	0	1	0	0	1	0
0	0	0	0	1	0	0	0	1	0	0	0	1	0	0
38	0	0	0	0	30	0	0	0	0	0	0	0	0	0
0	0	0	0	39	0	0	40	0	0	0	0	0	36	44
0	0	11	0	13	0	0	0	0	0	9	12	8	0	0
0	0	0	0	21	23	0	29	0	0	0	0	27	25	0
0	0	33	31	0	29	0	0	0	0	0	0	0	0	0
0	28	0	0	0	0	0	0	0	27	0	0	0	0	0
40	0	0	0	0	0	0	0	0	0	0	0	0	42	46
0	6	0	0	0	0	8	0	10	0	11	0	0	7	0
0	0	0	0	40	0	0	0	39	0	0	0	36	0	0
