18	15	1	
0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	1	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	1	0	0	0	1	0	0	0	1	0	0
31	0	0	0	0	0	0	0	0	0	29	0	0	0	0
0	0	0	0	0	0	0	46	0	0	0	0	0	0	44
0	0	0	0	5	0	0	0	0	0	11	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	41	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
0	42	0	0	0	0	0	0	0	0	0	0	45	0	0
0	0	0	0	0	0	0	19	0	0	15	0	0	0	0
0	0	18	0	0	0	0	0	0	0	0	20	0	0	0
0	0	0	0	0	5	0	0	0	0	0	0	0	7	0
0	0	0	18	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	39	0	0	0	0	0	0	0	0
0	0	0	0	0	13	0	0	0	7	0	0	0	0	0
0	26	22	0	0	0	0	0	0	0	0	0	0	0	0
5	0	0	0	0	0	0	8	0	0	0	0	9	0	0
0	0	0	0	0	0	0	0	39	0	0	0	0	0	0
0	0	0	0	0	0	10	0	0	13	0	0	0	0	0
0	0	0	41	0	0	0	0	0	0	0	38	0	0	0
0	0	0	0	21	0	0	0	22	0	0	0	19	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
