18	15	2									
0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
0	0	1	1	1	0	0	0	0	0	1	0	0	0	0
1	0	1	0	1	0	0	0	0	1	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
0	1	0	0	0	1	1	0	0	1	0	0	0	1	0
0	0	0	0	0	1	0	0	0	0	0	1	1	1	0
0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0	1	0	1	0	0	0	0	0	1	0	1	0	1	0
0	0	0	0	0	1	0	0	0	1	1	0	1	0	0
0	0	1	1	0	0	0	0	0	0	0	0	1	0	0
1	0	0	1	1	0	0	1	1	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	1	1	0	0	1	1
0	0	0	0	0	1	1	0	1	0	0	1	1	0	0
0	0	0	0	0	1	0	0	0	1	0	0	1	1	1
0	1	0	0	0	0	0	1	0	1	0	1	0	0	0
0	0	1	0	1	0	0	0	0	0	0	0	1	0	0
0	0	0	1	0	0	0	1	0	0	0	0	1	0	0
0	1	1	1	0	0	1	0	0	0	0	0	0	1	0
0	0	1	0	0	0	1	0	0	1	0	0	0	1	0
0	0	35	29	36	0	0	0	0	0	31	0	0	0	0
40	0	34	0	44	0	0	0	0	41	0	0	0	0	39
0	0	0	0	0	0	0	0	0	0	15	0	0	0	13
0	31	0	0	0	33	29	0	0	27	0	0	0	25	0
0	0	0	0	0	13	0	0	0	0	0	9	8	14	0
0	0	0	0	0	0	0	0	0	0	28	29	0	0	0
0	31	0	24	0	0	0	0	0	28	0	26	0	32	0
0	0	0	0	0	34	0	0	0	33	30	0	29	0	0
0	0	41	37	0	0	0	0	0	0	0	0	40	0	0
38	0	0	29	35	0	0	30	31	0	0	0	0	0	0
0	0	0	0	0	48	0	0	0	50	44	0	0	41	47
0	0	0	0	0	26	32	0	38	0	0	29	30	0	0
0	0	0	0	0	23	0	0	0	20	0	0	25	18	22
0	14	0	0	0	0	0	11	0	17	0	13	0	0	0
0	0	27	0	24	0	0	0	0	0	0	0	26	0	0
0	0	0	20	0	0	0	19	0	0	0	0	14	0	0
0	27	21	28	0	0	30	0	0	0	0	0	0	29	0
0	0	39	0	0	0	34	0	0	40	0	0	0	35	0
0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0
0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0 
0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
